'<Method is part of a STATIC class>';'<Permission name is GLOBAL_SEARCH>';'<Parameter to sink method bind>';'<Permission name is READ_CALL_LOG>';'<Parameter to sink method replace>';'<Method starts with on and has void/bool return type>';'<Permission name is READ_CALENDAR>';'<Return type is com.android.internal.telephony.Connection>';'<Permission name is READ_SMS>';'<Permission name is DEVICE_POWER>';'<Parameter type contains android.content.intent>';'<Permission name is WRITE_EXTERNAL_STORAGE>';'<Parameter to sink method broadcast>';'<Method name starts with dump>';'<Method name starts with onClick>';'<Permission name is BLUETOOTH_ADMIN>';'<Return type is android.database.Cursor>';'<Parameter to sink method connect>';'<Value from source method is to return>';'<Parameter type contains com.android.inputmethod.keyboard.key>';'<Value from method parameter to native method>';'<Permission name is GET_TASKS>';'<Parameter to sink method enable>';'<Permission name is RESTART_PACKAGES>';'<Permission name is SET_DEBUG_APP>';'<Method name starts with get>';'<Method is part of class that ends with Manager>';'<Base name of class package name: accounts>';'<Permission name is MODIFY_PHONE_STATE>';'<Method name starts with put>';'Method starting with \'insert\' invoked';'<Permission name is RECORD_AUDIO>';'<Method name starts with delete>';'<Permission name is ADD_VOICEMAIL>';'<Method is part of class that ends with Loader>';'<Method is lone getter or setter>';'<Method name starts with unregister>';'<Parameter type contains android.filterfw.core.filtercontext>';'<Method name starts with perform>';'<Permission name is CALL_PHONE>';'<Parameter to abstract sink>';'<Method is part of class that ends with View>';'<Method name starts with enable>';'<Parameter to sink method show>';'<Permission name is GET_ACCOUNTS>';'<Method is part of class android.app.BroadcastReceiver>';'<Permission name is SYSTEM_ALERT_WINDOW>';'<Base name of class package name: telephony>';'<Parameter to sink method perform>';'<Parameter to sink method create>';'<Method name starts with do>';'<Method name starts with clear>';'<Value from source method obtainMessage to return>';'<Method name starts with set>';'<Method is part of a ABSTRACT class>';'<Permission name is READ_CONTACTS>';'<Permission name is REBOOT>';'<Parameter to sink method dispatch>';'<Permission name is UPDATE_DEVICE_STATS>';'<Method name starts with open>';'<Permission name is USE_CREDENTIALS>';'<Method is thread runner>';'<Parameter to sink method save>';'<Parameter type contains android.content.contentresolver>';'<Permission name is WRITE_USER_DICTIONARY>';'<Permission name is WRITE_SOCIAL_STREAM>';'<Value from source method create to return>';'<Method name starts with disable>';'<Parameter type contains java.io.filedescriptor>';'<Method name starts with update>';'<Method name starts with close>';'<Permission name is SET_WALLPAPER_COMPONENT>';'<Method name starts with apply>';'<Method is part of class that ends with Factory>';'<Parameter to sink method disable>';'<Method name starts with remove>';'<Method name starts with add>';'<Method is part of class android.app.ContentProvider>';'<Permission name is RECEIVE_SMS>';'<Return type is int>';'<Parameter to sink method send>';'<Permission name is WRITE_SETTINGS>';'<Value from source method query to return>';'<Parameter type contains java.io.>';'<Method is part of a PRIVATE class>';'<Method is part of class android.app.Activity>';'<Value from source method writeToParcel to return>';'<Method name starts with bind>';'<Permission name is AUTHENTICATE_ACCOUNTS>';'<Method name starts with send>';'<Method is part of a PROTECTED class>';'<Parameter to sink method start>';'<Parameter to sink method println>';'<Permission name is ACCESS_NETWORK_STATE>';'<Method name starts with is>';'<Permission name is CHANGE_WIFI_STATE>';'<Permission name is CALL_PRIVILEGED>';'<Method name ends with Messenger>';'<Permission name is WRITE_SMS>';'<Permission name is READ_SOCIAL_STREAM>';'<Parameter to sink method onCreate>';'<Permission name is KILL_BACKGROUND_PROCESSES>';'<Method name starts with <init>>';'<Return type is java.util.List>';'<Method modifier is STATIC>';'<Parameter type contains com.google.common.io>';'<Permission name is VIBRATE>';'<Parameter to sink method clear>';'<Permission name is WRITE_HISTORY_BOOKMARKS>';'<Parameter type contains android.content.context>';'<Method is part of class that ends with Service>';'<Method modifier is PROTECTED>';'<Parameter to sink method restore>';'<Permission name is SEND_SMS>';'<Permission name is WAKE_LOCK>';'<Permission name is READ_HISTORY_BOOKMARKS>';'<Method name starts with handle>';'<Return type is java.util.Map>';'<Method is part of class android.content.Context>';'<Method name starts with supply>';'<Method is part of class that ends with Handler>';'<Parameter to sink method insert>';'<Permission name is CAMERA>';'<Parameter to sink method setup>';'<Return type is boolean>';'<Parameter to sink method write>';'<Parameter type contains android.database.cursor>';'<Parameter to sink method enqueue>';'<Method name starts with request>';'<Method modifier is FINAL>';'<Method has parameters>';'<Return type is void>';'<Method is part of an anonymous class>';'<Permission name is ACCESS_FINE_LOCATION>';'<Method is part of class that contains the name com.google.common.io>';'<Method returns constant>';'<Method name starts with query>';'<Permission name is MODIFY_AUDIO_SETTINGS>';'<Permission name is READ_EXTERNAL_STORAGE>';'<Method name starts with note>';'<Permission name is DISABLE_KEYGUARD>';'<Parameter to sink method dump>';'<Method name starts with process>';'<Permission name is STOP_APP_SWITCHES>';'<Permission name is CHANGE_CONFIGURATION>';'<Value from source method get to return>';'<Permission name is ACCESS_COARSE_LOCATION>';'<Base name of class package name: io>';'<Parameter type contains event>';'<Permission name is BROADCAST_STICKY>';'<Parameter to sink method sync>';'<Permission name is ACCESS_WIFI_STATE>';'<Method name starts with load>';'<Method modifier is PUBLIC>';'<Parameter to sink method remove>';'<Permission name is SET_WALLPAPER>';'<Parameter to sink method adjust>';'<Permission name is NFC>';'<Permission name is READ_SYNC_STATS>';'<Permission name is READ_SYNC_SETTINGS>';'<Parameter to sink method update>';'<Method name starts with register>';'<Parameter to sink method put>';'<Permission name is BACKUP>';'<Method is part of class that contains the name java.io.>';'<Permission name is READ_USER_DICTIONARY>';'<Permission name is SET_TIME_ZONE>';'<Parameter to sink method com.android.internal.telephony.CommandsInterface>';'<Parameter is interface>';'<Parameter type contains android.net.uri>';'<Method is part of class that ends with Context>';'<Method is part of a PUBLIC class>';'<Method is part of a FINAL class>';'<Method name starts with release>';'<Method name starts with toggle>';'<Return type is byte[]>';'<Permission name is MOUNT_UNMOUNT_FILESYSTEMS>';'<Base name of class package name: music>';'<Permission name is CLEAR_APP_USER_DATA>';'<Permission name is READ_PHONE_STATE>';'<Value from method get to sink method>';'<Method name starts with finish>';'<Permission name is MANAGE_ACCOUNTS>';'<Method name starts with insert>';'<Permission name is MANAGE_APP_TOKENS>';'<Method name starts with run>';'<Method name starts with notify>';'<Return type is android.os.Parcelable>';'<Method name starts with restore>';'<Permission name is DUMP>';'<Permission name is WRITE_SYNC_SETTINGS>';'<Method name starts with dispatch>';'<Return type is android.net.Uri>';'<Parameter type contains java.lang.string>';'<Permission name is WRITE_CONTACTS>';'<Parameter to sink method delete>';'<Parameter to sink method notify>';'<Method is part of class android.app.Service>';'<Parameter type contains writer>';'<Permission name is INTERNET>';'<Parameter type contains observer>';'<Permission name is RECEIVE_BOOT_COMPLETED>';'<Permission name is ACCESS_LOCATION_EXTRA_COMMANDS>';'<Parameter to sink method transact>';'<Base name of class package name: webkit>';'<Parameter to sink method dial>';'<Parameter to sink method set>';'<Permission name is USE_SIP>';'<Method is part of class android.content.ContentResolver>';'<Method name starts with start>';'<Permission name is CHANGE_NETWORK_STATE>';'<Permission name is BLUETOOTH>';'<Permission name is WRITE_CALENDAR>';class;id
false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;sink;'<android.net.sip.ISipService$Stub$Proxy: void open3(android.net.sip.SipProfileandroid.app.PendingIntentandroid.net.sip.ISipSessionListener)>'
false;false;false;false;false;false;false;false;false;false;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;sink;'<android.app.ActivityManagerNative: void broadcastStickyIntent(android.content.Intentjava.lang.String)>'
false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;sink;'<com.android.internal.telephony.gsm.GsmSMSDispatcher: void dispatch(android.content.Intentjava.lang.String)>'
false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;sink;'<android.content.ContextWrapper: android.content.ComponentName startService(android.content.Intent)>'
false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;true;false;true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;sink;'<android.view.IWindowSession$Stub: boolean onTransact(intandroid.os.Parcelandroid.os.Parcelint)>'
false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;sink;'<android.content.SyncManager$ActiveSyncContext: void onServiceConnected(android.content.ComponentNameandroid.os.IBinder)>'
false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;true;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;neithernor;'<android.app.ActivityGroup: void finishFromChild(android.app.Activity)>'
false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;sink;'<com.android.internal.telephony.gsm.GSMPhone: void notifyServiceStateChanged(android.telephony.ServiceState)>'
false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;sink;'<com.android.internal.telephony.sip.SipPhoneBase: void setSmscAddress(java.lang.Stringandroid.os.Message)>'
false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;sink;'<android.util.Log: int println(intjava.lang.Stringjava.lang.String)>'
